genes,KI_3,KI_4,KI_6,KI_7,KI_8,SAA_4,SAA_5,SAA_6,SAA_7,SAA_8
Top3a,24,36,31,26,43,12,6,45,14,7
Smcr8,79,117,79,69,24,40,4,33,33,69
Shmt1,12,5,33,4,14,1,0,0,6,1
Dhrs7b,21,30,33,12,38,24,29,34,13,25
Tmem11,34,45,48,14,69,29,22,15,20,39
Natd1,39,35,67,10,49,43,15,2,50,28
Map2k3os,0,0,0,0,5,0,0,0,3,4
Map2k3,30,46,75,39,24,18,11,16,20,29
Kcnj12,0,2,0,0,0,2,0,0,0,0
Tnfrsf13b,19,14,17,24,26,13,16,27,21,17
Usp22,225,248,327,316,242,114,37,147,223,162
Aldh3a1,0,0,0,0,0,0,0,0,0,0
Aldh3a2,156,244,246,189,213,114,106,144,87,116
Slc47a2,0,1,0,0,0,0,0,0,0,0
Slc47a1,3,15,0,0,8,10,0,0,0,13
Gm45605,1,6,0,1,4,3,2,0,8,1
Rnf112,55,32,37,10,33,14,17,11,6,5
Mfap4,0,7,12,0,0,0,16,0,0,4
Mapk7,43,39,44,32,56,20,52,40,30,17
B9d1os,1,0,0,0,0,0,0,0,0,0
B9d1,23,12,20,11,7,18,7,7,10,25
Epn2,434,381,607,348,415,169,133,212,214,203
Gm12272,0,0,0,0,0,0,0,0,0,0
Grap,7,45,21,31,25,21,26,19,11,18
Slc5a10,0,2,0,0,1,0,0,0,0,0
Fam83g,0,12,0,8,11,0,1,0,0,0
Prpsap2,21,74,54,22,58,22,30,20,28,57
Ulk2,20,19,53,31,43,72,49,53,34,51
A530017D24Rik,5,3,1,1,2,2,0,1,0,1
Gm26964,0,0,0,0,0,0,0,0,0,0
Akap10,42,68,24,49,90,19,17,45,58,56
Gm12273,0,0,0,0,0,0,0,0,0,0
Specc1,196,133,283,204,175,94,152,110,92,169
Adora2b,34,70,35,35,101,19,26,20,13,80
Zswim7,6,1,4,7,10,7,4,13,3,3
Ttc19,1,4,7,32,21,6,19,1,2,18
Ncor1,59,81,54,79,167,44,45,10,59,110
Pigl,11,13,10,15,9,11,2,5,9,10
Gm12278,0,0,0,0,0,0,0,0,0,0
Gm12949,0,0,0,0,0,0,0,0,0,0
Cenpv,0,0,0,2,4,1,1,1,7,2
Gm12279,0,0,0,0,0,1,0,1,0,1
Ubb,773,894,1125,767,1083,425,533,538,453,746
Gm12280,0,0,0,0,0,0,0,0,0,0
Trpv2,14,33,56,47,36,19,52,29,15,9
X2410006H16Rik,11,10,25,6,17,11,16,8,9,8
Lrrc75a,0,0,8,1,18,0,9,0,0,2
Lrrc75aos2,0,0,0,0,5,0,0,0,0,0
Lrrc75aos1,0,0,0,0,0,0,1,0,0,0
Mmgt2,6,37,20,35,27,34,21,22,15,30
Zfp287,84,31,35,45,39,23,22,41,29,34
Gm27194,0,0,0,0,5,0,0,0,0,0
Zfp286,0,30,5,3,1,14,0,3,10,20
Gm10428,0,0,0,0,0,0,0,0,0,0
Zfp286os,0,0,0,0,0,0,0,0,0,0
Trim16,0,0,33,7,12,0,9,0,0,5
Fbxw10,0,19,8,0,0,4,9,1,0,8
Tvp23b,53,102,77,50,158,51,44,73,72,89
Tvp23bos,0,0,0,0,0,0,0,0,1,0
Cdrt4os2,0,0,0,0,0,0,0,0,0,0
Cdrt4,0,0,0,0,0,0,0,0,0,0
Cdrt4os1,0,0,1,0,0,0,0,0,0,0
Tekt3,0,0,0,0,0,0,0,0,7,0
Pmp22,493,485,637,326,470,245,326,365,311,273
B430319H21Rik,0,0,0,0,0,0,0,0,0,0
B130011K05Rik,0,0,0,0,0,0,0,2,0,3
Hs3st3b1,0,0,19,0,0,0,18,1,8,5
Cox10,19,40,28,21,46,19,6,16,19,45
X9630013K17Rik,3,4,0,1,1,0,0,0,0,0
Gm12289,0,0,0,0,0,0,0,0,0,0
X2810001G20Rik,7,13,0,10,7,0,12,4,4,22
Gm12290,0,0,0,0,0,0,0,0,0,0
Hs3st3a1,0,1,0,0,2,0,0,0,0,1
Gm12292,0,0,0,0,0,0,0,0,0,0
Elac2,13,72,32,14,24,31,0,21,23,39
Arhgap44,0,2,0,3,0,4,0,2,1,3
X1700086D15Rik,0,0,0,0,0,0,0,0,0,0
Myocd,0,0,0,0,0,0,0,0,0,0
Gm12295,0,0,0,0,0,0,0,0,0,0
Map2k4,82,63,44,85,96,24,30,19,74,39
Zkscan6,15,18,32,31,43,7,29,9,5,25
Dnah9,0,0,0,0,35,0,21,6,0,3
Gm12296,0,0,0,0,0,0,0,0,0,0
Shisa6,0,14,0,0,0,2,0,0,0,0
Gm12298,0,0,0,0,0,0,0,0,0,0
Pirt,0,0,0,0,0,0,0,0,0,0
Tmem238l,0,0,0,0,0,0,0,0,0,0
Gm12299,0,0,0,0,0,0,0,0,0,0
Tmem220,4,0,17,0,10,5,9,0,1,12
Adprm,18,14,17,16,20,13,24,40,13,25
Sco1,6,22,46,20,21,0,1,5,0,34
Myh3,0,0,9,0,0,0,0,0,0,0
X2310065F04Rik,0,0,0,0,0,0,0,0,0,0
Myh2,0,0,0,0,0,0,0,0,0,0
X9430073C21Rik,0,0,0,0,0,0,0,0,0,0
Myh1,0,0,0,0,0,0,0,0,0,0
Myhas,0,0,0,0,0,0,0,0,0,0
Myh4,0,0,0,0,0,0,0,0,0,0
Myh8,0,0,0,0,0,0,0,0,0,0
Myh13,0,0,0,0,0,0,0,0,0,0
Gas7,118,88,209,59,97,64,27,97,49,54
Gm12301,0,0,3,0,0,0,0,0,0,0
Glp2r,0,0,0,0,0,0,0,0,0,0
Rcvrn,0,0,0,0,0,0,0,0,0,0
Gsg1l2,0,0,0,0,0,0,0,0,0,0
Dhrs7c,0,0,0,0,0,0,0,0,0,0
Usp43,0,0,0,0,7,0,0,0,0,0
X9130017K11Rik,0,0,0,0,7,0,0,0,0,0
Cfap52,0,16,8,0,14,0,9,0,7,6
Stx8,18,24,36,31,37,16,19,11,23,47
C78197,0,5,0,0,3,0,0,0,0,0
Ntn1,12,8,2,3,2,0,4,7,28,2
Gm12305,0,0,0,0,0,0,0,0,0,0
Pik3r5,19,27,32,80,21,30,27,18,14,40
Pik3r6,0,20,3,24,34,18,21,6,25,10
Mfsd6l,0,0,0,0,0,0,0,2,0,1
Ccdc42os,0,0,0,0,0,0,0,0,0,0
Ccdc42,0,0,0,0,0,0,0,0,0,0
Myh10,3,20,39,11,55,8,15,1,3,51
Ndel1,59,60,89,55,69,65,73,71,53,68
Rnf222,0,0,0,0,0,0,0,0,0,0
Rpl26,42,61,80,35,80,60,40,38,41,59
Odf4,0,0,0,0,0,0,0,0,0,0
Arhgef15,14,0,29,32,6,7,24,0,5,2
Slc25a35,18,23,10,33,63,6,7,20,21,16
Rangrf,0,0,0,0,0,0,0,0,2,0
Pfas,14,74,83,19,81,27,47,28,16,49
Ctc1,44,128,126,101,89,71,79,63,76,121
Aurkb,0,0,0,0,0,7,3,6,0,0
X9330160F10Rik,0,0,0,0,16,1,0,2,0,8
Borcs6,1,12,8,4,12,1,3,4,6,17
Tmem107,10,23,5,8,39,5,32,13,10,31
Vamp2,226,281,112,293,266,107,8,83,266,240
Per1,26,27,14,20,32,18,16,28,29,25
X9130213A22Rik,0,4,3,0,0,0,0,0,0,0
Hes7,1,0,0,0,0,0,0,0,0,0
Aloxe3,0,3,12,7,0,0,0,0,0,0
Alox12b,0,0,0,0,0,0,0,0,0,0
Alox8,0,0,0,0,0,12,0,0,0,0
Gucy2e,0,0,2,0,7,0,0,3,31,12
Cntrobos,0,0,0,0,0,0,0,0,0,0
Cntrob,2,15,37,4,25,0,31,11,14,28
Trappc1,37,48,30,37,41,21,13,21,33,35
Kcnab3,0,0,0,0,0,0,10,2,5,5
Kcnab3os,0,0,0,0,0,0,0,0,0,0
Rnf227,0,30,14,6,0,4,4,12,11,11
Chd3,6,5,25,14,11,10,13,3,34,64
Cyb5d1,5,13,19,15,10,1,1,5,9,23
Naa38,9,9,13,8,17,1,4,11,8,16
Tmem88,2,7,1,1,3,3,16,0,2,14
Kdm6b,7,16,5,8,12,1,5,12,19,19
Kdm6bos,0,0,0,0,0,0,0,0,0,0
Dnah2,0,0,0,0,5,0,15,0,19,10
Dnah2os,0,0,0,0,1,0,1,0,0,0
Efnb3,868,714,1427,768,875,323,210,453,427,252
Wrap53,53,57,117,31,60,31,32,49,33,25
Trp53,43,41,22,64,70,20,43,44,18,65
Atp1b2,487,2511,1296,2008,5294,1065,2092,1694,1812,4024
Shbg,0,0,0,0,0,0,0,0,0,3
Sat2,12,42,66,31,46,22,21,26,25,50
Fxr2,31,31,34,24,39,8,9,11,11,18
Sox15,0,0,0,0,1,0,0,0,0,0
Mpdu1,64,44,49,50,79,24,39,22,50,75
Cd68,106,313,272,150,245,308,492,182,200,259
Eif4a1,218,241,264,205,237,92,148,121,140,122
Senp3,28,79,55,45,58,24,34,18,16,63
Tnfsf13os,0,0,0,0,0,0,0,0,0,0
Tnfsf13,0,0,8,7,21,14,11,5,1,6
Tnfsf12,0,4,10,11,5,10,3,7,3,10
Polr2a,164,70,71,154,118,47,66,100,29,106
Slc35g3,0,0,0,0,0,0,6,0,0,2
Zbtb4,12,27,5,21,35,4,10,19,26,45
Chrnb1,2,8,0,12,13,0,0,0,6,0
Fgf11,0,2,13,15,26,4,2,0,5,14
Tmem102,0,0,0,0,5,0,0,0,1,6
Gm39566,0,0,0,0,0,0,0,0,0,0
Spem2,0,0,0,0,0,0,0,0,0,0
Spem1,0,0,0,0,0,0,0,0,0,0
Nlgn2,1,9,10,10,7,6,12,3,7,5
Tmem256,93,95,134,65,125,48,54,72,78,106
Plscr3,26,27,43,44,23,15,36,25,20,48
Tnk1,0,0,0,0,0,0,0,0,0,0
Tmem95,0,0,0,0,0,5,0,0,0,1
Kctd11,41,3,112,13,57,21,16,20,19,16
Acap1,0,0,0,11,3,0,3,0,0,0
X2810408A11Rik,4,0,0,0,2,0,1,0,3,0
Neurl4,6,21,9,25,18,4,44,4,2,14
Gps2,54,76,74,75,74,64,59,43,52,78
Eif5a,249,334,468,217,417,177,163,259,186,299
Ybx2,0,0,0,0,1,0,0,0,0,0
Slc2a4,0,13,8,0,44,10,6,7,0,9
Cldn7,0,0,0,0,0,0,0,0,0,1
Elp5,46,68,95,40,77,16,26,25,31,56
Ctdnep1,4,12,8,2,6,7,3,3,1,9
Gabarap,355,341,482,353,464,166,241,222,275,263
Phf23,36,61,51,29,73,28,59,28,29,26
Dvl2,18,43,43,24,55,11,5,24,9,27
Acadvl,52,106,161,82,117,58,84,83,85,142
Dlg4,3,11,18,13,52,3,31,9,0,37
Asgr1,0,0,0,0,0,0,2,0,0,0
Asgr2,0,0,0,0,0,0,3,0,0,0
Mgl2,12,0,0,1,6,0,12,8,6,3
Clec10a,1,0,3,0,0,0,0,0,3,6
Slc16a11,1,12,0,0,4,0,3,6,0,5
Slc16a13,0,0,0,0,19,4,19,0,6,6
Bcl6b,0,15,0,10,13,1,0,4,6,0
X0610010K14Rik,49,42,48,23,42,34,14,32,38,40
Rnasek,95,171,189,134,123,61,103,125,83,125
Alox12,9,17,9,18,16,0,7,0,0,4
Alox12e,0,0,0,0,0,0,0,0,0,0
Alox15,0,0,0,12,0,0,0,0,0,20
Pelp1,10,14,27,21,17,8,7,2,17,22
Arrb2,27,98,37,52,84,71,26,45,45,46
Med11,1,17,1,7,22,4,15,5,5,7
Cxcl16,18,54,24,11,29,33,57,9,17,42
Zmynd15,10,1,12,0,4,0,0,2,0,6
Tm4sf5,0,0,0,0,0,0,0,0,0,0
Vmo1,0,0,0,0,0,0,0,0,0,0
Gltpd2,0,0,0,0,0,0,0,0,0,3
Psmb6,230,185,240,153,202,107,121,140,165,188
Gm40193,0,0,0,0,0,0,0,0,1,0
Pld2,33,54,68,47,178,34,11,103,53,206
Mink1,45,57,69,30,62,15,13,22,32,61
Gm12316,0,0,0,0,0,0,0,0,0,0
Chrne,0,0,0,0,0,0,0,0,0,0
X4930544D05Rik,0,0,0,0,0,0,0,0,0,0
Gm12315,0,0,0,0,0,0,0,0,0,0
Gp1ba,0,0,0,0,0,0,0,0,0,0
Slc25a11,108,183,206,91,169,122,126,128,75,121
Rnf167,150,213,188,194,234,88,107,127,144,173
Pfn1,329,517,652,355,516,322,323,407,273,391
Gm12319,3,0,1,0,1,0,1,0,3,2
Eno3,6,11,22,20,13,6,3,2,1,8
Spag7,45,85,83,40,90,20,62,53,64,95
Camta2,123,236,193,102,156,71,72,73,77,151
Inca1,1,4,8,2,6,0,9,1,2,3
Kif1c,16,13,8,4,14,1,0,1,0,8
Gm12320,0,0,0,0,0,0,0,0,0,0
Zfp3,9,10,8,9,32,0,5,4,3,15
Scimp,0,2,2,14,0,4,1,2,2,1
Rabep1,35,90,14,55,71,22,44,33,48,41
Gm19967,1,0,0,0,0,0,1,0,0,0
Nup88,76,123,154,103,124,65,61,62,78,123
Rpain,32,49,40,30,65,8,13,24,15,56
C1qbp,9,9,12,11,13,6,1,2,25,9
Dhx33,41,62,37,65,109,24,4,26,29,23
Derl2,79,183,141,123,207,65,138,82,103,227
Mis12,41,60,61,50,59,27,21,35,64,49
X6330403K07Rik,28,49,34,70,17,7,11,37,20,33
Nlrp1a,4,0,15,1,0,0,17,0,0,6
Nlrp1b,13,5,8,10,2,1,45,4,11,0
Gm16013,0,0,0,0,0,0,0,0,0,0
X9230020A06Rik,0,0,0,0,0,0,0,0,0,0
Gm33351,0,0,0,0,0,0,0,0,0,0
Gm12324,0,0,1,1,6,6,0,0,0,0
Gm12325,0,0,0,0,0,0,0,0,0,0
Gm12326,1,11,14,10,11,3,0,2,15,14
Wscd1,263,181,298,258,264,71,56,190,268,144
X4930401O10Rik,0,0,0,0,0,0,0,0,0,0
Aipl1,0,0,0,0,0,0,0,0,0,0
Pimreg,0,10,0,10,0,0,0,0,0,0
Pitpnm3,0,0,0,0,0,4,0,0,6,0
X4933427D14Rik,0,0,1,0,1,0,0,1,2,0
Gm43951,0,0,0,0,0,0,0,0,0,0
Txndc17,99,52,123,54,77,34,64,32,30,35
Med31,18,49,34,30,38,10,15,42,17,35
X4930563E22Rik,0,1,15,8,11,0,0,2,0,0
Slc13a5,1,33,21,27,51,9,24,5,14,57
X1700051A21Rik,0,0,0,0,0,0,0,0,0,0
Xaf1,69,28,97,19,68,14,15,23,30,38
Fbxo39,0,0,0,0,0,0,2,0,0,0
Tekt1,1,30,0,1,21,7,19,9,8,29
Smtnl2,1,2,1,7,2,1,0,0,0,5
Ggt6,0,3,0,0,0,2,0,0,0,0
Mybbp1a,121,181,150,65,189,69,128,76,106,147
Spns2,22,23,52,38,30,15,11,23,12,13
Spns3,0,0,14,0,0,0,4,0,0,0
Ube2g1,153,136,189,228,262,35,86,112,94,122
Ankfy1,149,182,375,89,171,91,181,167,91,197
Cyb5d2,28,53,53,48,54,19,21,29,43,59
Zzef1,50,58,28,95,61,42,34,37,28,77
Atp2a3,110,46,76,105,86,17,104,39,77,89
P2rx1,16,0,6,0,0,0,6,0,0,6
X4732414G09Rik,0,0,0,1,0,0,0,4,0,0
Camkk1,17,16,0,39,10,10,12,0,25,16
Ncbp3,17,21,68,32,99,24,24,16,11,82
Itgae,0,0,0,0,1,0,0,0,0,4
Haspin,0,0,0,0,3,0,1,0,9,3
P2rx5,0,0,0,0,0,0,0,1,4,0
Emc6,37,50,64,54,66,23,57,29,43,81
Tax1bp3,7,7,11,3,8,8,6,11,8,6
Ctns,55,59,67,53,132,34,82,48,51,97
Shpk,7,31,3,14,0,0,21,12,7,40
Trpv1,0,0,0,0,0,0,0,0,0,0
Trpv3,33,30,11,4,0,0,2,1,17,11
Aspa,696,512,892,425,618,232,199,400,327,195
Spata22,0,0,0,0,0,0,0,0,0,0
Olfr20,0,0,0,0,0,0,0,0,0,0
Olfr376,0,0,0,0,0,0,0,0,0,0
Olfr1,0,0,0,0,0,0,0,0,0,0
Olfr378,0,0,0,0,0,0,0,0,0,0
Olfr380,0,0,0,0,0,0,0,0,0,0
Olfr381,0,0,0,0,0,0,0,0,0,0
Olfr382,0,0,0,0,0,0,0,0,0,0
Olfr385,0,0,0,0,0,0,0,0,0,0
Olfr384,0,0,0,0,0,0,0,0,0,0
